003_vmcu accel pedal depth,003_vmcu accel pedal related,003_vmcu brake lamp,003_vmcu brake related,003_vmcu brakes on,003_vmcu d,003_vmcu n,003_vmcu p,003_vmcu r,003_vmcu real vehicle speed,003_vmcu motor actual speed rpm,000_auxillary battery voltage,000_available charge power,000_available discharge power,000_battery current,000_battery dc voltage,000_battery fan feedback,000_battery fan status,000_battery inlet temperature,000_battery max temperature,000_battery min temperature,000_battery module 01 temperature,000_battery module 02 temperature,000_battery module 03 temperature,000_battery module 04 temperature,000_battery module 05 temperature,000_bms ignition,000_bms main relay,000_cumulative charge current,000_cumulative discharge current,000_cumulative energy charged,000_cumulative energy discharged,000_drive motor speed 1,000_drive motor speed 2,000_hv_charging,000_inverter capacitor voltage,000_isolation resistance,000_maximum cell voltage,000_maximum cell voltage no_,000_minimum cell voltage,000_minimum cell voltage no_,000_normal charge port,000_operating time,000_rapid charge port,000_state of charge bms,000_airbag h/wire duty,000_battery cell voltage deviation,000_battery heater 1 temperature,000_battery heater 2 temperature,000_battery module 06 temperature,000_battery module 07 temperature,000_battery module 08 temperature,000_battery module 09 temperature,000_battery module 10 temperature,000_battery module 11 temperature,000_battery module 12 temperature,000_maximum deterioration cell no_,000_minimum deterioration,000_minimum deterioration cell no_,000_state of charge display,000_state of health,004_calc estimated time 45kw 80% charge,003_vmcu ambient temp,000_battery power,004_calc average battery module temperature,004_calc average cell voltage,created_on,MacAddress,before_parsing,latitude,longitude,gps_speed,ev_speed_kmh,accuracy,rownum
7.5%,160.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,63.36mph,6396.0rpm,14.4V,98.0kW,98.0kW,17.8A,376.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,6400.0rpm,6400.0rpm,0.0,375.0V,1000.0kOhm,3.92V,31.0,3.9V,1.0,0.0,4227.391666666666hours,0.0,80.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,6.69814kW,23.08333333333333C,3.919791666666667V,2019-11-05 16:06:51,00:1D:A5:00:1B:86,[B@8639ead,37.37825833,127.51438532,100.56928024291993,102.0096,3.2160000801086426,1417
10.5%,198.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,64.59mph,6521.0rpm,14.5V,98.0kW,98.0kW,23.8A,375.9V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,6500.0rpm,6500.0rpm,0.0,374.0V,1000.0kOhm,3.9V,31.0,3.9V,1.0,0.0,4227.3925hours,0.0,80.0%,85.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,8.94642kW,23.08333333333333C,3.915625V,2019-11-05 16:06:54,00:1D:A5:00:1B:86,[B@304ddfd,37.37832586,127.51533902,102.67419204711915,103.9899,3.2160000801086426,1418
0.0%,0.0,1.0,91.0,0.0,1.0,0.0,0.0,0.0,64.58mph,6478.0rpm,14.5V,98.0kW,98.0kW,5.0A,379.9V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,6400.0rpm,6400.0rpm,0.0,377.0V,1000.0kOhm,3.96V,22.0,3.94V,1.0,0.0,4227.393333333333hours,0.0,80.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,1.8995kW,23.08333333333333C,3.957291666666666V,2019-11-05 16:06:56,00:1D:A5:00:1B:86,[B@a863c77,37.37834486,127.51596486,99.13871612548829,103.9738,9.648000717163086,1419
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,63.57mph,6405.0rpm,14.5V,98.0kW,98.0kW,45.0A,377.7V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,6300.0rpm,6300.0rpm,0.0,376.0V,1000.0kOhm,3.92V,34.0,3.92V,1.0,0.0,4227.393888888889hours,0.0,80.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,16.9965kW,23.08333333333333C,3.934375V,2019-11-05 16:06:59,00:1D:A5:00:1B:86,[B@ccfba86,37.3783278,127.51687269,101.14764862060547,102.3477,9.648000717163086,1420
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,62.6mph,6296.0rpm,14.5V,98.0kW,98.0kW,45.1A,377.7V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,6200.0rpm,6200.0rpm,0.0,377.0V,1000.0kOhm,3.92V,22.0,3.92V,1.0,0.0,4227.394722222222hours,0.0,80.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,17.03427kW,23.08333333333333C,3.934375V,2019-11-05 16:07:02,00:1D:A5:00:1B:86,[B@a569e17,37.37831647,127.5174959,99.84141540527344,100.786,9.648000717163086,1421
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.37mph,6171.0rpm,14.5V,98.0kW,98.0kW,3.2A,377.4V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,6100.0rpm,6100.0rpm,0.0,376.0V,1000.0kOhm,3.92V,22.0,3.92V,1.0,0.0,4227.395277777778hours,0.0,80.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,1.20768kW,23.08333333333333C,3.93125V,2019-11-05 16:07:04,00:1D:A5:00:1B:86,[B@8bdf6a6,37.37828513,127.51839268,91.65728759765625,98.8057,9.648000717163086,1422
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.16mph,6049.0rpm,14.5V,98.0kW,98.0kW,2.5A,377.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,6000.0rpm,6000.0rpm,0.0,376.0V,1000.0kOhm,3.92V,7.0,3.92V,1.0,0.0,4227.396111111111hours,0.0,80.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,0.94325kW,23.08333333333333C,3.930208333333333V,2019-11-05 16:07:07,00:1D:A5:00:1B:86,[B@3bc36b6,37.37820515,127.51927779,93.52745590209962,96.8576,3.2160000801086426,1423
2.0%,50.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,58.43mph,5886.0rpm,14.5V,98.0kW,98.0kW,13.7A,376.7V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,5800.0rpm,5800.0rpm,0.0,375.0V,1000.0kOhm,3.92V,31.0,3.92V,1.0,0.0,4227.396944444445hours,0.0,80.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,5.16079kW,23.08333333333333C,3.923958333333333V,2019-11-05 16:07:09,00:1D:A5:00:1B:86,[B@9ee1287,37.37814258,127.51985163,93.43508834838867,94.0723,3.2160000801086426,1424
9.0%,42.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,57.25mph,5768.0rpm,14.5V,98.0kW,98.0kW,20.9A,376.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,5700.0rpm,5700.0rpm,0.0,374.0V,1000.0kOhm,3.92V,31.0,3.9V,1.0,0.0,4227.3975hours,0.0,80.0%,85.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,7.86467kW,23.08333333333333C,3.919791666666667V,2019-11-05 16:07:12,00:1D:A5:00:1B:86,[B@1633157,37.37801876,127.52069145,91.13150939941407,92.1725,3.2160000801086426,1425
31.0%,178.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,57.76mph,5832.0rpm,14.4V,98.0kW,98.0kW,63.8A,373.6V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44073.9Ah,16376.8kWh,15898.7kWh,5800.0rpm,5800.0rpm,0.0,372.0V,1000.0kOhm,3.88V,43.0,3.88V,82.0,0.0,4227.398333333334hours,0.0,80.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,23.83568kW,23.08333333333333C,3.891666666666667V,2019-11-05 16:07:15,00:1D:A5:00:1B:86,[B@23f7ee6,37.37792249,127.52124991,90.15406951904298,92.9936,4.288000106811523,1426
21.5%,166.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,58.64mph,5909.0rpm,14.5V,98.0kW,98.0kW,40.7A,374.4V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.0Ah,16376.8kWh,15898.7kWh,5900.0rpm,5900.0rpm,0.0,373.0V,1000.0kOhm,3.9V,31.0,3.88V,82.0,0.0,4227.399166666667hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,15.23808kW,23.08333333333333C,3.9V,2019-11-05 16:07:18,00:1D:A5:00:1B:86,[B@8ef62f7,37.37776936,127.52210239,93.40184783935547,94.41040000000001,4.288000106811523,1427
13.0%,168.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,58.52mph,5886.0rpm,14.5V,98.0kW,98.0kW,24.9A,375.2V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.0Ah,16376.8kWh,15898.7kWh,5800.0rpm,5800.0rpm,0.0,374.0V,1000.0kOhm,3.9V,9.0,3.9V,1.0,0.0,4227.399722222222hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,9.34248kW,23.08333333333333C,3.908333333333333V,2019-11-05 16:07:20,00:1D:A5:00:1B:86,[B@f9075c7,37.37760373,127.52293463,89.96548233032227,94.2172,4.288000106811523,1428
7.0%,16.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,57.54mph,5787.0rpm,14.5V,98.0kW,98.0kW,15.5A,375.7V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.0Ah,16376.8kWh,15898.7kWh,5700.0rpm,5700.0rpm,0.0,374.0V,1000.0kOhm,3.9V,31.0,3.9V,1.0,0.0,4227.400555555556hours,0.0,79.5%,85.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.0C,5.82335kW,23.08333333333333C,3.913541666666667V,2019-11-05 16:07:23,00:1D:A5:00:1B:86,[B@6fc9316,37.37742219,127.52375792,91.30597229003907,92.63940000000001,4.288000106811523,1429
24.5%,30.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,57.24mph,5765.0rpm,14.5V,98.0kW,98.0kW,48.5A,373.8V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.1Ah,16376.8kWh,15898.8kWh,5700.0rpm,5700.0rpm,0.0,372.0V,1000.0kOhm,3.88V,31.0,3.88V,26.0,0.0,4227.401388888889hours,0.0,79.5%,75.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.5C,18.1293kW,23.08333333333333C,3.89375V,2019-11-05 16:07:26,00:1D:A5:00:1B:86,[B@4018f67,37.37730867,127.52430726,90.16240539550782,92.1564,5.360000133514404,1430
23.0%,198.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,57.55mph,5803.0rpm,14.4V,98.0kW,98.0kW,48.2A,373.6V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.1Ah,16376.8kWh,15898.8kWh,5800.0rpm,5800.0rpm,0.0,372.0V,1000.0kOhm,3.88V,31.0,3.88V,24.0,0.0,4227.401944444445hours,0.0,79.5%,75.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.5%,100.0%,0.0minutes,16.5C,18.00752kW,23.08333333333333C,3.891666666666667V,2019-11-05 16:07:28,00:1D:A5:00:1B:86,[B@517c90d,37.37715705,127.52514114,92.5447151184082,92.6555,3.2160000801086426,1431
23.5%,68.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,58.13mph,5876.0rpm,14.4V,98.0kW,98.0kW,47.6A,373.4V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.1Ah,16376.8kWh,15898.8kWh,5800.0rpm,5800.0rpm,0.0,372.0V,1000.0kOhm,3.88V,31.0,3.88V,26.0,0.0,4227.402777777777hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,17.77384kW,23.08333333333333C,3.889583333333333V,2019-11-05 16:07:31,00:1D:A5:00:1B:86,[B@b129907,37.37707838,127.52569757,93.41015625,93.58930000000001,4.288000106811523,1432
39.0%,106.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,59.96mph,6065.0rpm,14.5V,98.0kW,98.0kW,88.4A,371.0V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.2Ah,16376.8kWh,15898.8kWh,6000.0rpm,6000.0rpm,0.0,369.0V,1000.0kOhm,3.86V,31.0,3.86V,24.0,0.0,4227.403333333334hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,32.7964kW,23.08333333333333C,3.864583333333334V,2019-11-05 16:07:33,00:1D:A5:00:1B:86,[B@d8b97d7,37.37701005,127.5265925,97.88234024047851,96.5356,4.288000106811523,1433
28.5%,82.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,62.02mph,6258.0rpm,14.5V,98.0kW,98.0kW,49.5A,372.7V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.2Ah,16376.8kWh,15898.8kWh,6200.0rpm,6200.0rpm,0.0,371.0V,1000.0kOhm,3.88V,31.0,3.86V,26.0,0.0,4227.404166666666hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,18.44865kW,23.08333333333333C,3.882291666666667V,2019-11-05 16:07:36,00:1D:A5:00:1B:86,[B@9b6cf66,37.37693091,127.52751622,98.77234954833985,99.85220000000001,5.360000133514404,1434
20.0%,110.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,63.2mph,6375.0rpm,14.5V,98.0kW,98.0kW,40.6A,373.1V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.3Ah,16376.8kWh,15898.8kWh,6300.0rpm,6300.0rpm,0.0,371.0V,1000.0kOhm,3.88V,31.0,3.88V,24.0,0.0,4227.405hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,15.14786kW,23.08333333333333C,3.886458333333334V,2019-11-05 16:07:39,00:1D:A5:00:1B:86,[B@5701f76,37.37688781,127.52813819,99.9331169128418,101.75200000000001,6.432000160217285,1435
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,64.16mph,6451.0rpm,14.5V,98.0kW,98.0kW,4.7A,375.0V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.3Ah,16376.8kWh,15898.8kWh,6400.0rpm,6400.0rpm,0.0,374.0V,1000.0kOhm,3.9V,38.0,3.9V,1.0,0.0,4227.405555555555hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,1.7625kW,23.08333333333333C,3.90625V,2019-11-05 16:07:41,00:1D:A5:00:1B:86,[B@410db86,37.37689134,127.52911471,103.64765625,103.2976,4.288000106811523,1436
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,64.16mph,6459.0rpm,14.5V,98.0kW,98.0kW,3.8A,375.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.3Ah,16376.8kWh,15898.8kWh,6400.0rpm,6400.0rpm,0.0,374.0V,1000.0kOhm,3.9V,7.0,3.9V,1.0,0.0,4227.406388888889hours,0.0,79.5%,75.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,1.42614kW,23.08333333333333C,3.909375V,2019-11-05 16:07:44,00:1D:A5:00:1B:86,[B@a00d8ed,37.37695092,127.53007581,101.78303604125976,103.2976,4.288000106811523,1437
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,62.05mph,6244.0rpm,14.4V,98.0kW,98.0kW,14.1A,377.9V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.7Ah,44074.3Ah,16376.9kWh,15898.8kWh,6200.0rpm,6200.0rpm,0.0,377.0V,1000.0kOhm,3.92V,76.0,3.92V,1.0,0.0,4227.407222222222hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,5.32839kW,23.08333333333333C,3.936458333333333V,2019-11-05 16:07:47,00:1D:A5:00:1B:86,[B@d9555e7,37.37699655,127.53067661,97.18610229492188,99.90050000000001,3.2160000801086426,1438
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.99mph,6143.0rpm,14.5V,98.0kW,98.0kW,43.2A,376.6V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.3Ah,16376.9kWh,15898.8kWh,6100.0rpm,6100.0rpm,0.0,375.0V,1000.0kOhm,3.92V,72.0,3.92V,1.0,0.0,4227.407777777778hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,16.26912kW,23.16666666666667C,3.922916666666667V,2019-11-05 16:07:49,00:1D:A5:00:1B:86,[B@2633cb7,37.37707984,127.53157358,96.30771789550782,98.19390000000001,3.2160000801086426,1439
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.64mph,6115.0rpm,14.4V,98.0kW,98.0kW,43.8A,376.6V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.3Ah,16376.9kWh,15898.8kWh,6100.0rpm,6100.0rpm,0.0,375.0V,1000.0kOhm,3.92V,22.0,3.92V,1.0,0.0,4227.408611111111hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,16.49508kW,23.16666666666667C,3.922916666666667V,2019-11-05 16:07:52,00:1D:A5:00:1B:86,[B@6f43add,37.37715718,127.53217638,95.9069435119629,97.63040000000001,3.2160000801086426,1440
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.49mph,6098.0rpm,14.5V,98.0kW,98.0kW,44.6A,376.7V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.3Ah,16376.9kWh,15898.8kWh,6000.0rpm,6000.0rpm,0.0,375.0V,1000.0kOhm,3.92V,60.0,3.92V,1.0,0.0,4227.409166666666hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,16.80082kW,23.16666666666667C,3.923958333333333V,2019-11-05 16:07:54,00:1D:A5:00:1B:86,[B@f72fe57,37.3772723,127.53307915,97.81620254516602,97.3889,3.2160000801086426,1441
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.33mph,6083.0rpm,14.4V,98.0kW,98.0kW,43.7A,376.8V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.3Ah,16376.9kWh,15898.8kWh,6000.0rpm,6000.0rpm,0.0,375.0V,1000.0kOhm,3.92V,22.0,3.92V,1.0,0.0,4227.41hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,16.46616kW,23.08333333333333C,3.925V,2019-11-05 16:07:57,00:1D:A5:00:1B:86,[B@f3ed927,37.37738627,127.53367931,98.7545654296875,97.13130000000001,4.288000106811523,1442
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.67mph,6120.0rpm,14.5V,98.0kW,98.0kW,3.4A,376.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.3Ah,16376.9kWh,15898.8kWh,6100.0rpm,6100.0rpm,0.0,375.0V,1000.0kOhm,3.92V,7.0,3.9V,1.0,0.0,4227.410833333333hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,1.27942kW,23.08333333333333C,3.919791666666667V,2019-11-05 16:08:00,00:1D:A5:00:1B:86,[B@779cff6,37.37752625,127.53458169,98.274373626709,97.6787,5.360000133514404,1443
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.92mph,6138.0rpm,14.5V,98.0kW,98.0kW,2.9A,376.2V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.3Ah,16376.9kWh,15898.8kWh,6100.0rpm,6100.0rpm,0.0,375.0V,1000.0kOhm,3.92V,77.0,3.9V,1.0,0.0,4227.411388888889hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,1.09098kW,23.25C,3.91875V,2019-11-05 16:08:02,00:1D:A5:00:1B:86,[B@d5782c7,37.37770108,127.53546305,96.69269256591797,98.08120000000001,5.360000133514404,1444
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.49mph,6090.0rpm,14.5V,98.0kW,98.0kW,2.9A,376.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.3Ah,16376.9kWh,15898.8kWh,6000.0rpm,6000.0rpm,0.0,375.0V,1000.0kOhm,3.92V,75.0,3.9V,1.0,0.0,4227.412222222222hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,1.09127kW,23.25C,3.919791666666667V,2019-11-05 16:08:05,00:1D:A5:00:1B:86,[B@f427416,37.37780241,127.53604926,96.62361602783203,97.3889,6.432000160217285,1445
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,59.52mph,5992.0rpm,14.5V,98.0kW,98.0kW,8.1A,376.1V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.3Ah,16376.9kWh,15898.8kWh,5900.0rpm,5900.0rpm,0.0,375.0V,1000.0kOhm,3.92V,22.0,3.9V,1.0,0.0,4227.413055555556hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,3.04641kW,23.16666666666667C,3.917708333333334V,2019-11-05 16:08:07,00:1D:A5:00:1B:86,[B@f93b2bd,37.37801181,127.53689105,92.07336730957032,95.8272,5.360000133514404,1446
